iter	Passed	Remaining
402	13765	3313
403	13799	3278
404	13841	3246
405	13890	3216
406	13938	3184
407	13973	3150
408	14003	3115
409	14034	3080
410	14068	3046
411	14100	3011
412	14136	2977
413	14166	2942
414	14189	2906
415	14219	2871
416	14250	2836
417	14279	2801
418	14303	2765
419	14330	2729
420	14358	2694
421	14387	2659
422	14417	2624
423	14446	2589
424	14477	2554
425	14509	2520
426	14538	2485
427	14574	2451
428	14612	2418
429	14636	2382
430	14663	2347
431	14694	2312
432	14725	2278
433	14757	2244
434	14787	2209
435	14817	2175
436	14849	2140
437	14881	2106
438	14915	2072
439	14955	2039
440	14993	2005
441	15026	1971
442	15090	1941
443	15126	1907
444	15157	1873
445	15188	1838
446	15223	1805
447	15262	1771
448	15298	1737
449	15332	1703
450	15366	1669
451	15400	1635
452	15433	1601
453	15467	1567
454	15503	1533
455	15536	1499
456	15572	1465
457	15609	1431
458	15643	1397
459	15678	1363
460	15711	1329
461	15740	1294
462	15770	1260
463	15799	1225
464	15829	1191
465	15862	1157
466	15894	1123
467	15918	1088
468	15943	1053
469	15972	1019
470	16001	985
471	16034	951
472	16067	917
473	16098	883
474	16124	848
475	16157	814
476	16190	780
477	16228	746
478	16258	712
479	16293	678
480	16331	645
481	16362	611
482	16396	577
483	16431	543
484	16466	509
485	16503	475
486	16539	441
487	16575	407
488	16615	373
489	16649	339
490	16682	305
491	16714	271
492	16747	237
493	16784	203
494	16818	169
495	16850	135
496	16883	101
497	16917	67
498	16958	33
499	17002	0
